order_id,order_date,region,product_category,quantity,sales,profit
8885,2024-01-06 04:00:00,West,Electronics,3,300,84
8886,2024-01-06 05:00:00,West,Electronics,1,115,130
8887,2024-01-06 06:00:00,North,Office Supplies,2,471,96
8888,2024-01-06 07:00:00,North,Furniture,1,76,76
8889,2024-01-06 08:00:00,East,Electronics,2,142,50
8890,2024-01-06 09:00:00,East,Office Supplies,1,250,76
8891,2024-01-06 10:00:00,East,Electronics,2,309,97
8892,2024-01-06 11:00:00,South,Electronics,1,105,125
8893,2024-01-06 12:00:00,East,Electronics,4,480,22
8894,2024-01-06 13:00:00,West,Electronics,2,329,48
8895,2024-01-06 14:00:00,South,Furniture,4,70,47
8896,2024-01-06 15:00:00,East,Office Supplies,2,247,83
8897,2024-01-06 16:00:00,South,Office Supplies,1,25,81
8898,2024-01-06 17:00:00,West,Electronics,3,462,64
8899,2024-01-06 18:00:00,East,Office Supplies,1,329,67
8900,2024-01-06 19:00:00,West,Electronics,3,292,28
8901,2024-01-06 20:00:00,West,Office Supplies,4,429,33
8902,2024-01-06 21:00:00,West,Furniture,3,363,133
8903,2024-01-06 22:00:00,East,Furniture,3,412,128
8904,2024-01-06 23:00:00,North,Office Supplies,3,21,5
8905,2024-01-07 00:00:00,East,Electronics,3,295,77
8906,2024-01-07 01:00:00,West,Electronics,4,110,25
8907,2024-01-07 02:00:00,East,Electronics,3,281,101
8908,2024-01-07 03:00:00,West,Electronics,1,261,56
8909,2024-01-07 04:00:00,North,Furniture,2,494,70
8910,2024-01-07 05:00:00,South,Electronics,2,394,119
8911,2024-01-07 06:00:00,North,Electronics,1,265,92
8912,2024-01-07 07:00:00,North,Electronics,4,491,66
8913,2024-01-07 08:00:00,South,Electronics,1,98,23
8914,2024-01-07 09:00:00,East,Furniture,1,330,6
8915,2024-01-07 10:00:00,South,Office Supplies,3,323,59
8916,2024-01-07 11:00:00,East,Office Supplies,3,77,83
8917,2024-01-07 12:00:00,East,Electronics,4,244,15
8918,2024-01-07 13:00:00,West,Electronics,4,445,148
8919,2024-01-07 14:00:00,West,Office Supplies,2,221,89
8920,2024-01-07 15:00:00,South,Furniture,4,424,31
8921,2024-01-07 16:00:00,North,Furniture,1,25,26
8922,2024-01-07 17:00:00,South,Furniture,2,49,7
8923,2024-01-07 18:00:00,East,Furniture,2,170,7
8924,2024-01-07 19:00:00,West,Furniture,3,55,47
8925,2024-01-07 20:00:00,South,Furniture,3,129,93
8926,2024-01-07 21:00:00,South,Furniture,2,140,41
8927,2024-01-07 22:00:00,West,Furniture,3,260,98
8928,2024-01-07 23:00:00,West,Furniture,3,278,43
8929,2024-01-08 00:00:00,West,Electronics,3,109,69
8930,2024-01-08 01:00:00,East,Furniture,2,437,47
8931,2024-01-08 02:00:00,West,Electronics,2,49,25
8932,2024-01-08 03:00:00,North,Office Supplies,2,485,14
8933,2024-01-08 04:00:00,South,Electronics,1,484,49
8934,2024-01-08 05:00:00,West,Office Supplies,2,256,97
8935,2024-01-08 06:00:00,West,Electronics,3,390,7
8936,2024-01-08 07:00:00,East,Office Supplies,2,189,47
8937,2024-01-08 08:00:00,East,Electronics,1,168,45
8938,2024-01-08 09:00:00,South,Electronics,3,393,125
8939,2024-01-08 10:00:00,North,Office Supplies,4,107,111
8940,2024-01-08 11:00:00,South,Furniture,2,23,13
8941,2024-01-08 12:00:00,West,Furniture,2,452,148
8942,2024-01-08 13:00:00,North,Furniture,4,271,128
8943,2024-01-08 14:00:00,North,Furniture,3,451,117
8944,2024-01-08 15:00:00,North,Furniture,2,492,125
8945,2024-01-08 16:00:00,North,Electronics,1,70,51
8946,2024-01-08 17:00:00,South,Furniture,3,43,32
8947,2024-01-08 18:00:00,East,Electronics,2,65,79
8948,2024-01-08 19:00:00,East,Office Supplies,3,135,98
8949,2024-01-08 20:00:00,West,Furniture,2,46,143
8950,2024-01-08 21:00:00,East,Furniture,4,114,33
8951,2024-01-08 22:00:00,East,Furniture,2,386,61
8952,2024-01-08 23:00:00,East,Furniture,3,454,78
8953,2024-01-09 00:00:00,East,Electronics,2,118,123
8954,2024-01-09 01:00:00,West,Electronics,2,135,63
8955,2024-01-09 02:00:00,South,Electronics,3,295,39
8956,2024-01-09 03:00:00,North,Office Supplies,2,355,40
8957,2024-01-09 04:00:00,East,Electronics,2,114,81
8958,2024-01-09 05:00:00,South,Furniture,3,218,62
8959,2024-01-09 06:00:00,East,Office Supplies,4,165,6
8960,2024-01-09 07:00:00,East,Office Supplies,1,411,32
8961,2024-01-09 08:00:00,North,Furniture,1,174,74
8962,2024-01-09 09:00:00,North,Furniture,1,289,67
8963,2024-01-09 10:00:00,North,Furniture,1,421,64
8964,2024-01-09 11:00:00,East,Furniture,1,340,94
8965,2024-01-09 12:00:00,East,Electronics,1,434,108
8966,2024-01-09 13:00:00,East,Office Supplies,3,295,120
8967,2024-01-09 14:00:00,North,Furniture,3,345,47
8968,2024-01-09 15:00:00,West,Electronics,3,275,137
8969,2024-01-09 16:00:00,South,Furniture,2,64,20
8970,2024-01-09 17:00:00,West,Electronics,4,20,56
8971,2024-01-09 18:00:00,East,Furniture,4,166,75
8972,2024-01-09 19:00:00,East,Furniture,1,314,7
8973,2024-01-09 20:00:00,West,Furniture,1,394,93
8974,2024-01-09 21:00:00,East,Electronics,3,174,142
8975,2024-01-09 22:00:00,South,Furniture,4,75,55
8976,2024-01-09 23:00:00,East,Electronics,2,419,137
8977,2024-01-10 00:00:00,South,Electronics,2,481,122
8978,2024-01-10 01:00:00,West,Office Supplies,3,245,144
8979,2024-01-10 02:00:00,West,Electronics,1,26,63
8980,2024-01-10 03:00:00,East,Electronics,4,39,56
8981,2024-01-10 04:00:00,South,Electronics,2,178,51
8982,2024-01-10 05:00:00,East,Electronics,1,489,109
8983,2024-01-10 06:00:00,North,Electronics,4,359,53
8984,2024-01-10 07:00:00,North,Office Supplies,2,98,60
8985,2024-01-10 08:00:00,North,Furniture,1,428,35
8986,2024-01-10 09:00:00,North,Office Supplies,2,385,74
8987,2024-01-10 10:00:00,East,Office Supplies,1,20,80
8988,2024-01-10 11:00:00,North,Furniture,1,420,85
8989,2024-01-10 12:00:00,South,Electronics,1,355,78
8990,2024-01-10 13:00:00,West,Furniture,4,248,113
8991,2024-01-10 14:00:00,West,Electronics,3,232,9
8992,2024-01-10 15:00:00,North,Furniture,1,302,8
8993,2024-01-10 16:00:00,North,Office Supplies,1,267,147
8994,2024-01-10 17:00:00,North,Electronics,2,138,134
8995,2024-01-10 18:00:00,East,Office Supplies,2,398,60
8996,2024-01-10 19:00:00,West,Electronics,4,246,140
8997,2024-01-10 20:00:00,North,Furniture,3,43,20
8998,2024-01-10 21:00:00,South,Furniture,2,209,28
8999,2024-01-10 22:00:00,North,Furniture,4,327,59
9000,2024-01-10 23:00:00,West,Furniture,4,326,73
9001,2024-01-11 00:00:00,North,Furniture,4,469,64
9002,2024-01-11 01:00:00,West,Office Supplies,1,76,24
9003,2024-01-11 02:00:00,North,Office Supplies,3,330,58
9004,2024-01-11 03:00:00,South,Electronics,3,328,141
9005,2024-01-11 04:00:00,North,Office Supplies,3,108,84
9006,2024-01-11 05:00:00,South,Electronics,1,294,148
9007,2024-01-11 06:00:00,South,Electronics,1,128,74
9008,2024-01-11 07:00:00,North,Office Supplies,2,160,138
9009,2024-01-11 08:00:00,South,Office Supplies,2,304,39
9010,2024-01-11 09:00:00,East,Electronics,2,499,109
9011,2024-01-11 10:00:00,North,Office Supplies,4,409,135
9012,2024-01-11 11:00:00,North,Office Supplies,3,395,25
9013,2024-01-11 12:00:00,South,Office Supplies,1,476,139
9014,2024-01-11 13:00:00,South,Furniture,2,263,82
9015,2024-01-11 14:00:00,North,Furniture,4,404,26
9016,2024-01-11 15:00:00,East,Electronics,1,427,146
9017,2024-01-11 16:00:00,South,Office Supplies,4,93,93
9018,2024-01-11 17:00:00,South,Electronics,4,374,71
9019,2024-01-11 18:00:00,West,Office Supplies,4,281,137
9020,2024-01-11 19:00:00,East,Furniture,3,195,119
9021,2024-01-11 20:00:00,East,Office Supplies,1,423,63
9022,2024-01-11 21:00:00,North,Office Supplies,1,249,141
9023,2024-01-11 22:00:00,East,Office Supplies,4,95,106
9024,2024-01-11 23:00:00,North,Furniture,3,342,41
9025,2024-01-12 00:00:00,West,Furniture,4,202,72
9026,2024-01-12 01:00:00,East,Furniture,2,293,89
9027,2024-01-12 02:00:00,South,Electronics,1,296,28
9028,2024-01-12 03:00:00,West,Office Supplies,1,246,128
9029,2024-01-12 04:00:00,North,Furniture,3,467,130
9030,2024-01-12 05:00:00,West,Electronics,1,184,53
9031,2024-01-12 06:00:00,North,Furniture,1,294,140
9032,2024-01-12 07:00:00,West,Office Supplies,1,236,79
9033,2024-01-12 08:00:00,North,Electronics,3,331,114
9034,2024-01-12 09:00:00,East,Furniture,4,209,10
9035,2024-01-12 10:00:00,South,Furniture,1,37,44
9036,2024-01-12 11:00:00,North,Electronics,4,251,85
9037,2024-01-12 12:00:00,West,Electronics,3,433,113
9038,2024-01-12 13:00:00,North,Electronics,4,203,149
9039,2024-01-12 14:00:00,North,Electronics,2,125,55
9040,2024-01-12 15:00:00,North,Electronics,1,262,6
9041,2024-01-12 16:00:00,West,Furniture,3,445,54
9042,2024-01-12 17:00:00,South,Electronics,3,72,148
9043,2024-01-12 18:00:00,East,Electronics,4,245,87
9044,2024-01-12 19:00:00,South,Office Supplies,1,221,49
9045,2024-01-12 20:00:00,North,Furniture,3,105,37
9046,2024-01-12 21:00:00,West,Office Supplies,2,69,132
9047,2024-01-12 22:00:00,South,Furniture,4,402,102
9048,2024-01-12 23:00:00,North,Furniture,2,279,39
9049,2024-01-13 00:00:00,East,Furniture,2,338,89
9050,2024-01-13 01:00:00,East,Electronics,4,214,92
9051,2024-01-13 02:00:00,East,Office Supplies,2,388,105
9052,2024-01-13 03:00:00,North,Furniture,4,267,64
9053,2024-01-13 04:00:00,West,Furniture,4,75,33
9054,2024-01-13 05:00:00,South,Furniture,3,196,22
9055,2024-01-13 06:00:00,East,Office Supplies,3,495,52
9056,2024-01-13 07:00:00,North,Furniture,2,169,15
9057,2024-01-13 08:00:00,North,Office Supplies,2,415,135
9058,2024-01-13 09:00:00,South,Office Supplies,2,452,20
9059,2024-01-13 10:00:00,East,Electronics,2,32,45
9060,2024-01-13 11:00:00,North,Furniture,2,380,47
9061,2024-01-13 12:00:00,South,Furniture,3,308,95
9062,2024-01-13 13:00:00,West,Office Supplies,2,450,35
9063,2024-01-13 14:00:00,West,Office Supplies,2,83,32
9064,2024-01-13 15:00:00,West,Electronics,1,358,55
9065,2024-01-13 16:00:00,East,Furniture,4,124,31
9066,2024-01-13 17:00:00,South,Office Supplies,4,420,13
9067,2024-01-13 18:00:00,South,Furniture,3,258,125
9068,2024-01-13 19:00:00,North,Furniture,4,53,128
9069,2024-01-13 20:00:00,North,Furniture,2,343,64
9070,2024-01-13 21:00:00,North,Office Supplies,4,58,61
9071,2024-01-13 22:00:00,South,Furniture,3,475,118
9072,2024-01-13 23:00:00,North,Office Supplies,4,244,72
9073,2024-01-14 00:00:00,South,Electronics,4,148,55
9074,2024-01-14 01:00:00,South,Electronics,1,152,62
9075,2024-01-14 02:00:00,West,Office Supplies,1,499,52
9076,2024-01-14 03:00:00,North,Furniture,2,59,63
9077,2024-01-14 04:00:00,West,Electronics,4,338,80
9078,2024-01-14 05:00:00,East,Electronics,2,404,51
9079,2024-01-14 06:00:00,East,Office Supplies,4,438,147
9080,2024-01-14 07:00:00,East,Office Supplies,2,489,115
9081,2024-01-14 08:00:00,South,Office Supplies,2,240,116
9082,2024-01-14 09:00:00,South,Office Supplies,4,420,76
9083,2024-01-14 10:00:00,South,Office Supplies,1,113,125
9084,2024-01-14 11:00:00,North,Office Supplies,3,118,99
9085,2024-01-14 12:00:00,West,Office Supplies,2,79,6
9086,2024-01-14 13:00:00,South,Furniture,3,148,83
9087,2024-01-14 14:00:00,West,Furniture,4,151,44
9088,2024-01-14 15:00:00,West,Furniture,2,412,52
9089,2024-01-14 16:00:00,West,Furniture,4,320,61
9090,2024-01-14 17:00:00,North,Electronics,2,435,16
9091,2024-01-14 18:00:00,North,Furniture,1,88,72
9092,2024-01-14 19:00:00,East,Electronics,2,33,78
9093,2024-01-14 20:00:00,East,Electronics,2,454,33
9094,2024-01-14 21:00:00,West,Electronics,2,493,96
9095,2024-01-14 22:00:00,East,Office Supplies,4,170,33
9096,2024-01-14 23:00:00,West,Electronics,1,193,87
9097,2024-01-15 00:00:00,North,Electronics,4,489,119
9098,2024-01-15 01:00:00,North,Electronics,3,430,111
9099,2024-01-15 02:00:00,North,Office Supplies,1,364,145
9100,2024-01-15 03:00:00,South,Furniture,2,311,102
9101,2024-01-15 04:00:00,West,Furniture,2,215,50
9102,2024-01-15 05:00:00,North,Electronics,2,51,24
9103,2024-01-15 06:00:00,West,Electronics,3,92,63
9104,2024-01-15 07:00:00,East,Furniture,3,213,124
9105,2024-01-15 08:00:00,East,Furniture,2,445,40
9106,2024-01-15 09:00:00,North,Furniture,2,69,5
9107,2024-01-15 10:00:00,West,Furniture,3,76,94
9108,2024-01-15 11:00:00,North,Electronics,4,136,135
9109,2024-01-15 12:00:00,East,Electronics,1,211,48
9110,2024-01-15 13:00:00,North,Electronics,1,449,64
9111,2024-01-15 14:00:00,West,Furniture,3,236,135
9112,2024-01-15 15:00:00,East,Office Supplies,3,130,89
9113,2024-01-15 16:00:00,South,Furniture,4,477,86
9114,2024-01-15 17:00:00,East,Furniture,2,108,65
9115,2024-01-15 18:00:00,South,Office Supplies,3,379,53
9116,2024-01-15 19:00:00,North,Office Supplies,4,329,48
9117,2024-01-15 20:00:00,North,Furniture,3,328,35
9118,2024-01-15 21:00:00,West,Office Supplies,2,176,76
9119,2024-01-15 22:00:00,South,Office Supplies,3,440,93
9120,2024-01-15 23:00:00,North,Office Supplies,2,88,50
9121,2024-01-16 00:00:00,South,Furniture,4,289,143
9122,2024-01-16 01:00:00,North,Furniture,1,244,108
9123,2024-01-16 02:00:00,East,Office Supplies,4,430,69
9124,2024-01-16 03:00:00,North,Electronics,1,24,149
9125,2024-01-16 04:00:00,West,Office Supplies,4,262,120
9126,2024-01-16 05:00:00,East,Office Supplies,1,137,32
9127,2024-01-16 06:00:00,West,Furniture,4,191,86
9128,2024-01-16 07:00:00,East,Electronics,2,162,78
9129,2024-01-16 08:00:00,South,Office Supplies,1,342,13
9130,2024-01-16 09:00:00,West,Electronics,1,276,135
9131,2024-01-16 10:00:00,North,Furniture,2,427,133
9132,2024-01-16 11:00:00,South,Electronics,2,479,64
9133,2024-01-16 12:00:00,North,Furniture,1,384,101
9134,2024-01-16 13:00:00,East,Office Supplies,1,337,54
9135,2024-01-16 14:00:00,East,Furniture,1,97,140
9136,2024-01-16 15:00:00,North,Electronics,3,76,34
9137,2024-01-16 16:00:00,North,Electronics,4,39,101
9138,2024-01-16 17:00:00,South,Electronics,2,461,85
9139,2024-01-16 18:00:00,North,Office Supplies,2,33,13
9140,2024-01-16 19:00:00,West,Electronics,4,225,26
9141,2024-01-16 20:00:00,West,Electronics,2,256,142
9142,2024-01-16 21:00:00,North,Electronics,2,200,71
9143,2024-01-16 22:00:00,West,Furniture,1,310,13
9144,2024-01-16 23:00:00,North,Electronics,2,465,51
9145,2024-01-17 00:00:00,South,Furniture,3,208,44
9146,2024-01-17 01:00:00,West,Electronics,3,166,40
9147,2024-01-17 02:00:00,West,Furniture,1,359,102
9148,2024-01-17 03:00:00,North,Furniture,1,61,6
9149,2024-01-17 04:00:00,West,Office Supplies,2,447,87
9150,2024-01-17 05:00:00,East,Office Supplies,1,490,68
9151,2024-01-17 06:00:00,South,Furniture,1,373,123
9152,2024-01-17 07:00:00,South,Furniture,4,20,115
9153,2024-01-17 08:00:00,West,Office Supplies,1,343,96
9154,2024-01-17 09:00:00,West,Furniture,3,123,82
9155,2024-01-17 10:00:00,East,Office Supplies,2,274,10
9156,2024-01-17 11:00:00,East,Office Supplies,1,228,143
9157,2024-01-17 12:00:00,West,Electronics,4,237,50
9158,2024-01-17 13:00:00,West,Electronics,2,97,24
9159,2024-01-17 14:00:00,East,Office Supplies,2,449,117
9160,2024-01-17 15:00:00,North,Office Supplies,2,70,20
9161,2024-01-17 16:00:00,East,Furniture,4,307,52
9162,2024-01-17 17:00:00,North,Office Supplies,3,119,117
9163,2024-01-17 18:00:00,South,Office Supplies,4,231,8
9164,2024-01-17 19:00:00,South,Electronics,4,483,102
9165,2024-01-17 20:00:00,East,Office Supplies,2,422,113
9166,2024-01-17 21:00:00,North,Furniture,4,256,33
9167,2024-01-17 22:00:00,East,Office Supplies,2,314,46
9168,2024-01-17 23:00:00,East,Electronics,1,491,132
9169,2024-01-18 00:00:00,North,Electronics,1,417,54
9170,2024-01-18 01:00:00,East,Electronics,4,176,93
9171,2024-01-18 02:00:00,South,Electronics,3,317,130
9172,2024-01-18 03:00:00,West,Office Supplies,2,33,7
9173,2024-01-18 04:00:00,West,Furniture,4,135,27
9174,2024-01-18 05:00:00,East,Furniture,4,158,111
9175,2024-01-18 06:00:00,North,Furniture,3,94,9
9176,2024-01-18 07:00:00,North,Office Supplies,2,322,29
9177,2024-01-18 08:00:00,South,Office Supplies,4,379,39
9178,2024-01-18 09:00:00,North,Office Supplies,3,43,69
9179,2024-01-18 10:00:00,North,Furniture,2,425,43
9180,2024-01-18 11:00:00,South,Office Supplies,1,196,127
9181,2024-01-18 12:00:00,East,Office Supplies,3,458,115
9182,2024-01-18 13:00:00,West,Electronics,4,74,22
9183,2024-01-18 14:00:00,South,Electronics,1,232,29
9184,2024-01-18 15:00:00,East,Furniture,2,345,104
9185,2024-01-18 16:00:00,South,Electronics,3,353,133
9186,2024-01-18 17:00:00,East,Electronics,1,348,141
9187,2024-01-18 18:00:00,South,Electronics,1,182,99
9188,2024-01-18 19:00:00,East,Office Supplies,4,319,26
9189,2024-01-18 20:00:00,South,Electronics,1,183,24
9190,2024-01-18 21:00:00,East,Electronics,4,108,125
9191,2024-01-18 22:00:00,South,Electronics,2,34,144
9192,2024-01-18 23:00:00,West,Office Supplies,4,320,128
9193,2024-01-19 00:00:00,West,Furniture,3,141,68
9194,2024-01-19 01:00:00,North,Office Supplies,1,337,66
9195,2024-01-19 02:00:00,East,Office Supplies,2,367,137
9196,2024-01-19 03:00:00,South,Electronics,4,197,124
9197,2024-01-19 04:00:00,East,Furniture,4,481,48
9198,2024-01-19 05:00:00,West,Electronics,4,288,37
9199,2024-01-19 06:00:00,East,Electronics,2,124,91
9200,2024-01-19 07:00:00,South,Furniture,2,178,104
9201,2024-01-19 08:00:00,East,Furniture,3,24,17
9202,2024-01-19 09:00:00,South,Office Supplies,2,358,54
9203,2024-01-19 10:00:00,West,Furniture,4,411,134
9204,2024-01-19 11:00:00,West,Office Supplies,2,160,22
9205,2024-01-19 12:00:00,West,Office Supplies,4,188,70
9206,2024-01-19 13:00:00,North,Electronics,3,36,149
9207,2024-01-19 14:00:00,West,Electronics,3,51,103
9208,2024-01-19 15:00:00,East,Electronics,4,24,37
9209,2024-01-19 16:00:00,North,Furniture,2,401,100
9210,2024-01-19 17:00:00,West,Furniture,2,156,88
9211,2024-01-19 18:00:00,East,Office Supplies,1,126,26
9212,2024-01-19 19:00:00,East,Office Supplies,3,181,129
9213,2024-01-19 20:00:00,East,Office Supplies,3,276,48
9214,2024-01-19 21:00:00,South,Furniture,4,187,79
9215,2024-01-19 22:00:00,North,Office Supplies,1,482,118
9216,2024-01-19 23:00:00,East,Office Supplies,2,457,32
9217,2024-01-20 00:00:00,South,Furniture,4,401,13
9218,2024-01-20 01:00:00,West,Electronics,2,307,111
9219,2024-01-20 02:00:00,East,Furniture,2,401,26
9220,2024-01-20 03:00:00,South,Office Supplies,2,374,89
9221,2024-01-20 04:00:00,East,Electronics,1,264,29
9222,2024-01-20 05:00:00,North,Furniture,3,132,85
9223,2024-01-20 06:00:00,North,Electronics,3,197,83
9224,2024-01-20 07:00:00,West,Electronics,2,462,11
9225,2024-01-20 08:00:00,East,Office Supplies,1,495,63
9226,2024-01-20 09:00:00,South,Furniture,2,484,37
9227,2024-01-20 10:00:00,West,Office Supplies,2,209,104
9228,2024-01-20 11:00:00,East,Furniture,4,30,108
9229,2024-01-20 12:00:00,West,Furniture,1,42,64
9230,2024-01-20 13:00:00,South,Furniture,1,138,85
9231,2024-01-20 14:00:00,West,Electronics,3,301,126
9232,2024-01-20 15:00:00,West,Electronics,3,338,62
9233,2024-01-20 16:00:00,West,Office Supplies,2,449,48
9234,2024-01-20 17:00:00,East,Furniture,4,88,125
9235,2024-01-20 18:00:00,South,Furniture,4,365,52
9236,2024-01-20 19:00:00,North,Electronics,4,153,129
9237,2024-01-20 20:00:00,East,Furniture,2,272,61
9238,2024-01-20 21:00:00,North,Office Supplies,3,70,17
9239,2024-01-20 22:00:00,North,Furniture,1,62,81
9240,2024-01-20 23:00:00,East,Furniture,2,445,16
9241,2024-01-21 00:00:00,East,Electronics,4,160,112
9242,2024-01-21 01:00:00,South,Furniture,4,44,120
9243,2024-01-21 02:00:00,South,Office Supplies,2,405,32
9244,2024-01-21 03:00:00,West,Office Supplies,4,289,120
9245,2024-01-21 04:00:00,North,Office Supplies,1,420,46
9246,2024-01-21 05:00:00,South,Office Supplies,2,380,84
9247,2024-01-21 06:00:00,West,Electronics,1,123,42
9248,2024-01-21 07:00:00,South,Furniture,3,443,85
9249,2024-01-21 08:00:00,East,Electronics,4,314,113
9250,2024-01-21 09:00:00,South,Office Supplies,4,172,118
9251,2024-01-21 10:00:00,North,Furniture,3,494,112
9252,2024-01-21 11:00:00,South,Electronics,3,323,137
9253,2024-01-21 12:00:00,North,Furniture,3,390,88
9254,2024-01-21 13:00:00,East,Office Supplies,4,491,52
9255,2024-01-21 14:00:00,North,Office Supplies,3,324,18
9256,2024-01-21 15:00:00,South,Furniture,2,180,58
9257,2024-01-21 16:00:00,West,Furniture,3,302,122
9258,2024-01-21 17:00:00,East,Office Supplies,2,64,113
9259,2024-01-21 18:00:00,South,Electronics,2,306,46
9260,2024-01-21 19:00:00,East,Office Supplies,1,338,99
9261,2024-01-21 20:00:00,East,Furniture,2,387,107
9262,2024-01-21 21:00:00,South,Electronics,2,185,54
9263,2024-01-21 22:00:00,South,Office Supplies,3,226,129
9264,2024-01-21 23:00:00,West,Furniture,4,127,90
9265,2024-01-22 00:00:00,East,Furniture,3,443,44
9266,2024-01-22 01:00:00,East,Furniture,1,461,123
9267,2024-01-22 02:00:00,South,Electronics,1,84,115
9268,2024-01-22 03:00:00,North,Electronics,4,286,34
9269,2024-01-22 04:00:00,South,Electronics,2,418,121
9270,2024-01-22 05:00:00,East,Electronics,1,372,29
9271,2024-01-22 06:00:00,South,Furniture,4,204,33
9272,2024-01-22 07:00:00,West,Furniture,3,387,71
9273,2024-01-22 08:00:00,North,Electronics,3,243,51
9274,2024-01-22 09:00:00,South,Electronics,3,172,109
9275,2024-01-22 10:00:00,West,Furniture,2,442,149
9276,2024-01-22 11:00:00,East,Office Supplies,2,308,113
9277,2024-01-22 12:00:00,South,Office Supplies,4,304,54
9278,2024-01-22 13:00:00,East,Furniture,1,205,94
9279,2024-01-22 14:00:00,West,Electronics,3,245,137
9280,2024-01-22 15:00:00,East,Electronics,2,219,17
9281,2024-01-22 16:00:00,West,Furniture,2,30,43
9282,2024-01-22 17:00:00,West,Office Supplies,1,416,21
9283,2024-01-22 18:00:00,West,Furniture,3,344,103
9284,2024-01-22 19:00:00,South,Furniture,3,486,84
9285,2024-01-22 20:00:00,East,Furniture,1,296,63
9286,2024-01-22 21:00:00,East,Electronics,4,22,100
9287,2024-01-22 22:00:00,North,Electronics,4,429,126
9288,2024-01-22 23:00:00,North,Electronics,1,436,140
9289,2024-01-23 00:00:00,North,Office Supplies,1,369,34
9290,2024-01-23 01:00:00,North,Furniture,4,297,135
9291,2024-01-23 02:00:00,East,Furniture,1,81,149
9292,2024-01-23 03:00:00,West,Office Supplies,3,24,127
9293,2024-01-23 04:00:00,West,Electronics,4,422,55
9294,2024-01-23 05:00:00,South,Furniture,4,28,84
9295,2024-01-23 06:00:00,West,Office Supplies,4,77,78
9296,2024-01-23 07:00:00,East,Electronics,3,299,127
9297,2024-01-23 08:00:00,East,Electronics,1,442,115
9298,2024-01-23 09:00:00,East,Furniture,2,479,116
9299,2024-01-23 10:00:00,South,Electronics,2,257,24
9300,2024-01-23 11:00:00,North,Office Supplies,3,336,33
9301,2024-01-23 12:00:00,West,Electronics,3,146,14
9302,2024-01-23 13:00:00,East,Furniture,1,323,13
9303,2024-01-23 14:00:00,East,Office Supplies,2,256,112
9304,2024-01-23 15:00:00,North,Electronics,4,238,67
9305,2024-01-23 16:00:00,East,Electronics,3,197,37
9306,2024-01-23 17:00:00,West,Electronics,2,337,84
9307,2024-01-23 18:00:00,South,Office Supplies,4,456,36
9308,2024-01-23 19:00:00,East,Electronics,4,168,8
9309,2024-01-23 20:00:00,West,Furniture,1,57,82
9310,2024-01-23 21:00:00,East,Office Supplies,3,137,130
9311,2024-01-23 22:00:00,North,Office Supplies,4,499,123
9312,2024-01-23 23:00:00,East,Electronics,3,334,26
9313,2024-01-24 00:00:00,East,Office Supplies,2,116,30
9314,2024-01-24 01:00:00,South,Furniture,2,446,53
9315,2024-01-24 02:00:00,North,Office Supplies,3,36,112
9316,2024-01-24 03:00:00,North,Furniture,4,344,56
9317,2024-01-24 04:00:00,South,Electronics,4,447,149
9318,2024-01-24 05:00:00,East,Office Supplies,2,487,146
9319,2024-01-24 06:00:00,West,Furniture,4,466,68
9320,2024-01-24 07:00:00,North,Electronics,4,298,145
9321,2024-01-24 08:00:00,North,Furniture,2,378,55
9322,2024-01-24 09:00:00,East,Office Supplies,1,471,38
9323,2024-01-24 10:00:00,East,Office Supplies,2,173,112
9324,2024-01-24 11:00:00,North,Furniture,3,113,120
9325,2024-01-24 12:00:00,East,Electronics,1,451,32
9326,2024-01-24 13:00:00,West,Electronics,3,194,23
9327,2024-01-24 14:00:00,North,Electronics,1,321,102
9328,2024-01-24 15:00:00,West,Electronics,1,48,76
9329,2024-01-24 16:00:00,West,Furniture,2,53,110
9330,2024-01-24 17:00:00,East,Office Supplies,2,29,148
9331,2024-01-24 18:00:00,West,Furniture,3,295,75
9332,2024-01-24 19:00:00,East,Office Supplies,2,491,31
9333,2024-01-24 20:00:00,South,Office Supplies,1,309,55
9334,2024-01-24 21:00:00,East,Furniture,2,120,88
9335,2024-01-24 22:00:00,West,Furniture,3,160,58
9336,2024-01-24 23:00:00,South,Electronics,1,106,127
9337,2024-01-25 00:00:00,East,Office Supplies,3,413,21
9338,2024-01-25 01:00:00,West,Electronics,4,489,76
9339,2024-01-25 02:00:00,North,Electronics,2,320,118
9340,2024-01-25 03:00:00,North,Furniture,1,147,99
9341,2024-01-25 04:00:00,East,Electronics,3,225,133
9342,2024-01-25 05:00:00,East,Electronics,2,108,109
9343,2024-01-25 06:00:00,North,Electronics,2,101,18
9344,2024-01-25 07:00:00,West,Furniture,3,231,139
9345,2024-01-25 08:00:00,West,Electronics,1,138,68
9346,2024-01-25 09:00:00,West,Electronics,3,367,140
9347,2024-01-25 10:00:00,East,Furniture,2,155,133
9348,2024-01-25 11:00:00,South,Furniture,3,280,73
9349,2024-01-25 12:00:00,South,Furniture,4,488,36
9350,2024-01-25 13:00:00,South,Office Supplies,2,295,5
9351,2024-01-25 14:00:00,South,Furniture,1,396,141
9352,2024-01-25 15:00:00,South,Office Supplies,4,447,78
9353,2024-01-25 16:00:00,East,Furniture,3,227,109
9354,2024-01-25 17:00:00,East,Furniture,1,333,118
9355,2024-01-25 18:00:00,South,Furniture,4,423,55
9356,2024-01-25 19:00:00,East,Office Supplies,3,262,85
